song_title,song_id,artists,is_sexist,main_artist,artist_name,pct_songs_sexist_weighted,avg_sexist_prob
Sailor Moon,9d38417e-20ec-4294-aba1-7c9d8b69dacd,Beyazz,1,Beyazz,Beyazz,83.33333333333334,0.9706812724471092
Sterne,1538a281-506c-4eeb-91f3-e5349f81854a,Beyazz,1,Beyazz,Beyazz,83.33333333333334,0.9706812724471092
Wach,a5fcc08b-5d0f-4a19-9bf7-051b2c5fd980,Beyazz,1,Beyazz,Beyazz,83.33333333333334,0.9706812724471092
Breakdancebattle,f1d65aa1-1793-4c3d-906d-655e7a085a93,Karate Andi,1,Karate Andi,Karate Andi,83.33333333333334,0.9669629037380219
Eisen,5afa6477-e58d-42da-aa0f-db4a5875f82e,Karate Andi,1,Karate Andi,Karate Andi,83.33333333333334,0.9669629037380219
Generation Andi,d9e6efcb-27db-42b2-9ef7-5fee15d05baa,Karate Andi,1,Karate Andi,Karate Andi,83.33333333333334,0.9669629037380219
Gott sieht alles,be7665f0-5a7b-4788-986f-4fc62dfdf467,Karate Andi,1,Karate Andi,Karate Andi,83.33333333333334,0.9669629037380219
Selfmade Legion,9cdc31cf-6803-4e6d-8686-061b974a84a7,Karate Andi,1,Karate Andi,Karate Andi,83.33333333333334,0.9669629037380219
So viel gemeinsam,d821a199-d5f5-47e6-bca4-9eaee856da13,Karate Andi,1,Karate Andi,Karate Andi,83.33333333333334,0.9669629037380219
Verschwende deine Jugend,3edf0b23-2f8e-457e-9f1d-93ca95adba79,Karate Andi,1,Karate Andi,Karate Andi,83.33333333333334,0.9669629037380219
Willkommen Im Karateclub,7272f02b-03a9-4f48-ac06-fa167b9bf293,Karate Andi,1,Karate Andi,Karate Andi,83.33333333333334,0.9669629037380219
Automaten,8d852398-6879-47aa-8ab8-1748495742ae,Schlagzeiln,1,Schlagzeiln,Schlagzeiln,83.33333333333334,0.9552123099565506
Deswegen Sag Ich Nichts Mehr,25337185-23d6-46fb-9ecf-f15b6bddd4d9,Schlagzeiln,1,Schlagzeiln,Schlagzeiln,83.33333333333334,0.9552123099565506
Deutschland ist ein Athlet,df997667-273b-4760-b3dc-bc3138d8aad8,Schlagzeiln,1,Schlagzeiln,Schlagzeiln,83.33333333333334,0.9552123099565506
Die Zeit,dda4a822-8b0b-4834-a2cb-1b8bc07ff954,Schlagzeiln,1,Schlagzeiln,Schlagzeiln,83.33333333333334,0.9552123099565506
Die selbe Sucht,a6014d9a-3b11-44bb-b958-d4f54f890ca5,Schlagzeiln,1,Schlagzeiln,Schlagzeiln,83.33333333333334,0.9552123099565506
Meister der Attitüde,ad41f32c-d666-4720-8508-f21cfb65fa3b,Schlagzeiln,1,Schlagzeiln,Schlagzeiln,83.33333333333334,0.9552123099565506
Rosen,8d053e56-03e5-4e6b-8f0c-a07383bdce98,Schlagzeiln,1,Schlagzeiln,Schlagzeiln,83.33333333333334,0.9552123099565506
Zeckenschwemme,33d8cef0-a5a4-46a4-86a3-79aa777deaa8,Schlagzeiln,1,Schlagzeiln,Schlagzeiln,83.33333333333334,0.9552123099565506
Alles für uns,b171f4d6-056a-4282-a1b5-4816a7e31b2d,Sinan-G,1,Sinan-G,Sinan-G,83.33333333333334,0.9491104483604431
Die Waffen sind geladen,44d00bde-0a5c-4cbb-b303-501e8ef45510,Sinan-G,1,Sinan-G,Sinan-G,83.33333333333334,0.9491104483604431
Die Waffen sind geladen II,8718f017-6142-43bf-8141-d99a1a2965d8,Sinan-G,1,Sinan-G,Sinan-G,83.33333333333334,0.9491104483604431
Dogs of Berlin,0eb2968b-e77f-4ebd-b3ca-95b313ffd509,Sinan-G,1,Sinan-G,Sinan-G,83.33333333333334,0.9491104483604431
Ihr seid keine Männer,8f5e6a6b-b8aa-42ce-8156-c443797a60ff,Sinan-G,1,Sinan-G,Sinan-G,83.33333333333334,0.9491104483604431
Keine Schwäche zeigen,81ad77aa-b7d6-4e29-8598-1376c34f0b7b,Sinan-G,1,Sinan-G,Sinan-G,83.33333333333334,0.9491104483604431
WBDDDMG,f29bc788-3b8e-450c-877a-c5790e221b24,Sinan-G,1,Sinan-G,Sinan-G,83.33333333333334,0.9491104483604431
1001 Nacht,c40a212b-23b0-43e5-89b0-a8e9ec3c5e99,Credibil,1,Credibil,Credibil,83.33333333333334,0.9450225457549095
Feuerfunke,599d1e30-561b-48e9-8f61-20098deba7ca,Credibil,1,Credibil,Credibil,83.33333333333334,0.9450225457549095
Gangsterrap,97984de5-85a1-4060-b111-59b20ee24f8d,Credibil,1,Credibil,Credibil,83.33333333333334,0.9450225457549095
Mein Leben,53917be9-c3a9-420a-b455-c289611865ff,Credibil,1,Credibil,Credibil,83.33333333333334,0.9450225457549095
Meine Sprache,5e1b9ac8-f97c-421f-bd65-371726126e05,Credibil,1,Credibil,Credibil,83.33333333333334,0.9450225457549095
Schlaflos,c6baddf0-2f44-471b-b9c6-3b9842ac2db5,Credibil,1,Credibil,Credibil,83.33333333333334,0.9450225457549095
So schön hässlich,51a9bd88-3a21-4cb7-968d-7accd748779b,Credibil,1,Credibil,Credibil,83.33333333333334,0.9450225457549095
Will lieber,247f961a-45e9-46bb-9853-884d8352cb67,Credibil,1,Credibil,Credibil,83.33333333333334,0.9450225457549095
20 Zoll Mann (Live),fb5de27b-45f1-4d00-8610-bef7315deaf7,Äi-Tiem,1,Äi-Tiem,Äi-Tiem,83.33333333333334,0.944140687584877
All Das Mag Ich,d4d82d03-5c77-4788-aeb9-e6da57b5efac,Äi-Tiem,1,Äi-Tiem,Äi-Tiem,83.33333333333334,0.944140687584877
"Auf Die Fresse, Fertig, Los!",1b44261f-96fe-434d-a98c-a3778a6f2fec,Äi-Tiem,1,Äi-Tiem,Äi-Tiem,83.33333333333334,0.944140687584877
Erbarmungslos,18f13442-db74-4e20-bdac-927a7f5ffb53,Äi-Tiem,1,Äi-Tiem,Äi-Tiem,83.33333333333334,0.944140687584877
Fikken,decdff9d-56af-439d-8b87-2e85c5e07f73,Äi-Tiem,1,Äi-Tiem,Äi-Tiem,83.33333333333334,0.944140687584877
Kein Kommentar,f7fa6141-c54a-4930-aa7f-7675d0507079,Äi-Tiem,1,Äi-Tiem,Äi-Tiem,83.33333333333334,0.944140687584877
Kleina Wixa,a0776e42-97bc-4cdb-b119-e208bdd87339,Äi-Tiem,1,Äi-Tiem,Äi-Tiem,83.33333333333334,0.944140687584877
Titten Wippen Bei Meinem Bass. Zu Laut? Was Heißt Das?,ca7e1d01-125e-495f-a466-487445240061,Äi-Tiem,1,Äi-Tiem,Äi-Tiem,83.33333333333334,0.944140687584877
Bas Gaza,af23b766-1180-4b43-82a5-24e00afd5448,Noah,1,Noah,Noah,83.33333333333334,0.938255064189434
GOOSE,140143cc-7652-4711-9603-19a1357e0c15,Noah,1,Noah,Noah,83.33333333333334,0.938255064189434
Lamborghini,ea9c6dc3-50fc-4479-913d-3afdd1651cfe,Noah,1,Noah,Noah,83.33333333333334,0.938255064189434
Offline,09658f17-210d-46ca-b766-4c2ba51a1502,Noah,1,Noah,Noah,83.33333333333334,0.938255064189434
Omuzumda,9076cf90-6ace-46a5-93f8-10c71743d6b8,Noah,1,Noah,Noah,83.33333333333334,0.938255064189434
Quapo,9e3b1cf4-b3ee-4acb-b241-d86445a61b06,Noah,1,Noah,Noah,83.33333333333334,0.938255064189434
Status,65317c00-decb-441e-9d5b-0520ea9dd253,Noah,1,Noah,Noah,83.33333333333334,0.938255064189434
ai ai ai,625f2eb0-29e5-4117-8b5a-5392ca3e2141,Noah,1,Noah,Noah,83.33333333333334,0.938255064189434
Alles,4ed71244-fd59-400d-a177-3fdaaf9f5d4a,Sabrina Setlur,1,Sabrina Setlur,Sabrina Setlur,83.33333333333334,0.9341685324907303
Du liebst mich nicht,5987bf86-4e07-46a2-b445-b72f7a19d89f,Sabrina Setlur,1,Sabrina Setlur,Sabrina Setlur,83.33333333333334,0.9341685324907303
Glaubst Du mir?,4427e4d7-5a33-4472-84da-5706c32d8710,Sabrina Setlur,1,Sabrina Setlur,Sabrina Setlur,83.33333333333334,0.9341685324907303
Hija,6b171b67-a4bf-4a19-94cb-5da61cd1cb9a,Sabrina Setlur,1,Sabrina Setlur,Sabrina Setlur,83.33333333333334,0.9341685324907303
Ich bin so,9aec9845-372c-4f95-afd0-7623f818c1c6,Sabrina Setlur,1,Sabrina Setlur,Sabrina Setlur,83.33333333333334,0.9341685324907303
Ich leb für Dich,e8012233-707d-41fe-8561-66b07611c30a,Sabrina Setlur,1,Sabrina Setlur,Sabrina Setlur,83.33333333333334,0.9341685324907303
Ja klar,4438029a-9cba-41c3-88dd-39d533b5bab6,Sabrina Setlur,1,Sabrina Setlur,Sabrina Setlur,83.33333333333334,0.9341685324907303
Rödelheim,b209853f-ba5b-4156-ab8d-e0d764e4caf5,Sabrina Setlur,1,Sabrina Setlur,Sabrina Setlur,83.33333333333334,0.9341685324907303
1991,c57cab91-df8a-4ae0-a873-f6971bcd4508,BRKN,1,BRKN,BRKN,83.33333333333334,0.9289850890636444
Drama,efd3b0fe-129a-442a-b994-9c23f5cb56d4,BRKN,1,BRKN,BRKN,83.33333333333334,0.9289850890636444
Ein Zimmer,940aac3b-053d-451f-a5df-0979caf713fb,BRKN,1,BRKN,BRKN,83.33333333333334,0.9289850890636444
Eine Million,35313e44-2446-4f20-8aee-3acb860f41cb,BRKN,1,BRKN,BRKN,83.33333333333334,0.9289850890636444
Hollywood 36,cf454d6a-ce28-41c9-bf57-355b7aea6217,BRKN,1,BRKN,BRKN,83.33333333333334,0.9289850890636444
Jede Nacht,15f9c8dd-3c7a-4c68-ae44-86e9955bfaad,BRKN,1,BRKN,BRKN,83.33333333333334,0.9289850890636444
Kein Liebessong,0fe36f9b-a1b4-475f-80e2-d90fc1d7f782,BRKN,1,BRKN,BRKN,83.33333333333334,0.9289850890636444
U8,927b9f05-5887-4cd5-9b05-138478fe6e1b,BRKN,1,BRKN,BRKN,83.33333333333334,0.9289850890636444
15,ccb4ed3a-34c3-4063-9859-e63c69e03589,Albino,1,Albino,Albino,83.33333333333334,0.9119424223899841
Carstvo poroka,32f44e84-8e5e-47c4-8382-c0edd9133aac,Albino,1,Albino,Albino,83.33333333333334,0.9119424223899841
Eros,c89865a3-4007-4072-96fc-eed684686d43,Albino,1,Albino,Albino,83.33333333333334,0.9119424223899841
Familija,9443f11a-0846-43e7-8557-465965ee8887,Albino,1,Albino,Albino,83.33333333333334,0.9119424223899841
Glas u galami,8ac4adfb-9e88-4a74-bc3f-347be45a01d8,Albino,1,Albino,Albino,83.33333333333334,0.9119424223899841
Kad Otopli,fe801394-057c-4deb-b6a1-7f23ac31a0c3,Albino,1,Albino,Albino,83.33333333333334,0.9119424223899841
Kutija cigara,4757e036-d86c-4fbf-a89c-d5c91835f97c,Albino,1,Albino,Albino,83.33333333333334,0.9119424223899841
Moje more,d2deb2d3-bbb7-4942-b24d-f9c4c0692ad2,Albino,1,Albino,Albino,83.33333333333334,0.9119424223899841
Autotür,2d70573a-26d6-4a59-81f2-45ce0fa531bf,Fourty,1,Fourty,Fourty,83.33333333333334,0.9004171043634415
Flugangst,d84a3210-7511-43fc-a60d-dc4bd2737628,Fourty,1,Fourty,Fourty,83.33333333333334,0.9004171043634415
HERZ GEGEN VERSTAND,e36b678f-3455-48c5-bccf-d6d79bd0de5a,Fourty,1,Fourty,Fourty,83.33333333333334,0.9004171043634415
Memories,6cc1e6ec-8ab4-4559-845b-05ebfe9330e1,Fourty,1,Fourty,Fourty,83.33333333333334,0.9004171043634415
Over,f448e6bd-507c-4f5c-9fe0-ce88810bd582,Fourty,1,Fourty,Fourty,83.33333333333334,0.9004171043634415
VEMPA,e8a693d5-5a83-4512-8fe8-1b8967b883f0,Fourty,1,Fourty,Fourty,83.33333333333334,0.9004171043634415
WEISSER RAUCH,5b9b173a-b59d-4f05-878c-306bcc3058d7,Fourty,1,Fourty,Fourty,83.33333333333334,0.9004171043634415
WIEDER MAL,bcffad01-55d9-4131-bb17-5fb8d9e249b7,Fourty,1,Fourty,Fourty,83.33333333333334,0.9004171043634415
21,5ec11c41-6cfb-4808-a9a5-a384e150300e,Tiavo,1,Tiavo,Tiavo,83.33333333333334,0.8793401643633842
FERN VON MIR,0b2471fe-9b58-42f6-afb4-b276292e3373,Tiavo,1,Tiavo,Tiavo,83.33333333333334,0.8793401643633842
Lippen,2f0558df-e7c3-494e-af0f-349604f71a06,Tiavo,1,Tiavo,Tiavo,83.33333333333334,0.8793401643633842
Nicht aus Gold,68e4770d-22ee-46a4-8a3e-6a8942960f59,Tiavo,1,Tiavo,Tiavo,83.33333333333334,0.8793401643633842
Outta this World (OTW),b476b661-6545-492b-8ab6-d5357d41b0c6,Tiavo,1,Tiavo,Tiavo,83.33333333333334,0.8793401643633842
Ouzo,92882975-609e-47f5-bc24-5fe7bd9bbecf,Tiavo,1,Tiavo,Tiavo,83.33333333333334,0.8793401643633842
Tapir,d95abf26-51f8-4e63-bd7e-0d9074254489,Tiavo,1,Tiavo,Tiavo,83.33333333333334,0.8793401643633842
romantisch am stammtisch,e1bd49f4-025b-4c41-b728-b77bc42b7d21,Tiavo,1,Tiavo,Tiavo,83.33333333333334,0.8793401643633842
...,f39d69dd-66b6-4690-beda-5516adda815e,Badmómzjay,1,Badmómzjay,Badmómzjay,83.33333333333334,0.8533399701118469
Move,864b73ea-206d-4ccf-bb4d-8f2f047c96f8,Badmómzjay,1,Badmómzjay,Badmómzjay,83.33333333333334,0.8533399701118469
Sterne unterm Dach,1bff8096-5cf7-4626-9b54-e36b8ba3be9f,Badmómzjay,1,Badmómzjay,Badmómzjay,83.33333333333334,0.8533399701118469
Supernova,ab304a9e-3f82-4295-815a-8f41ed182bc6,Badmómzjay,1,Badmómzjay,Badmómzjay,83.33333333333334,0.8533399701118469
Survival Mode (Intro),099370cc-78d3-4159-9c43-485e59a836cc,Badmómzjay,1,Badmómzjay,Badmómzjay,83.33333333333334,0.8533399701118469
T.H.A.L,4be4a9aa-fb00-4e30-8e2d-dd93f6569814,Badmómzjay,1,Badmómzjay,Badmómzjay,83.33333333333334,0.8533399701118469
Zirkus,c5f32536-90be-4337-9c88-0d26d0ad4da2,Badmómzjay,1,Badmómzjay,Badmómzjay,83.33333333333334,0.8533399701118469
badmómz.,f6163a21-757c-43a5-a804-a64fdbdabc24,Badmómzjay,1,Badmómzjay,Badmómzjay,83.33333333333334,0.8533399701118469
51,9cb66779-afd9-4207-bdfc-16068907f3d0,Playboy 51,1,Playboy 51,Playboy 51,80.0,0.986824224392573
51 (Extended Version),970ad156-911e-4c95-b2e8-e66bb1ce9def,Playboy 51,1,Playboy 51,Playboy 51,80.0,0.986824224392573
51 (Radio Edit),a2a6d5bd-50d3-4273-b3a7-88e147fb4124,Playboy 51,1,Playboy 51,Playboy 51,80.0,0.986824224392573
51 (Remix Version),2fe9ab78-154b-4379-ba9d-42f0e3e059c0,Playboy 51,1,Playboy 51,Playboy 51,80.0,0.986824224392573
Fiko du Penner,e583817e-bef9-42a0-96fb-c8541f35e8e7,Playboy 51,1,Playboy 51,Playboy 51,80.0,0.986824224392573
Schering Lady,642bbf0a-2613-46ed-b90e-d69ea4e842d9,Playboy 51,1,Playboy 51,Playboy 51,80.0,0.986824224392573
Drecks Generation,1e6ad96c-4393-4c5e-921c-8fbe6b708189,Boba Fettt,1,Boba Fettt,Boba Fettt,77.77777777777779,0.9959299087524414
Glückskeks,a05455e6-51ea-41c7-9a1a-9c35bf9c316d,Boba Fettt,1,Boba Fettt,Boba Fettt,77.77777777777779,0.9959299087524414
Lebende Legende,68d425d0-424a-42e5-aa70-ff3bc822f386,Boba Fettt,1,Boba Fettt,Boba Fettt,77.77777777777779,0.9959299087524414
Nach Oben,07cd5f3a-649e-41b4-90fa-0472f0a4ce51,Boba Fettt,1,Boba Fettt,Boba Fettt,77.77777777777779,0.9959299087524414
Quetschkommode,956e5232-08aa-4047-b8bb-dd8f928764c5,Boba Fettt,1,Boba Fettt,Boba Fettt,77.77777777777779,0.9959299087524414
Aufbruchszeit,a83f6fe8-6b67-4b36-b54c-e81e3ac1b10e,Kurzer Prozess,1,Kurzer Prozess,Kurzer Prozess,77.77777777777779,0.9704138517379761
Ein bisschen,4f38d4de-3e94-45e0-9059-a924fd0600d4,Kurzer Prozess,1,Kurzer Prozess,Kurzer Prozess,77.77777777777779,0.9704138517379761
Festung Europa,2bbbe11d-c582-40db-82d2-f3ffc432c7ce,Kurzer Prozess,1,Kurzer Prozess,Kurzer Prozess,77.77777777777779,0.9704138517379761
Ruhe Im Gericht,17f359b0-fbaa-437a-9c88-1ab0f9533bbe,Kurzer Prozess,1,Kurzer Prozess,Kurzer Prozess,77.77777777777779,0.9704138517379761
Sehnsucht,b1af54c5-18b0-4a48-894f-64ebbe926cd9,Kurzer Prozess,1,Kurzer Prozess,Kurzer Prozess,77.77777777777779,0.9704138517379761
Cha Be Zo,74079f5c-ad00-44e1-a9cf-49898af1b9e4,Chabezo,1,Chabezo,Chabezo,75.0,0.918691873550415
Haters & Lovers,3b187b1e-ed99-460e-bfa0-5cc51e51d26a,Chabezo,1,Chabezo,Chabezo,75.0,0.918691873550415
I Whish You Were Beer,32d6c9d4-19b7-461c-8a84-fbcc717a06f3,Chabezo,1,Chabezo,Chabezo,75.0,0.918691873550415
Leih mir deinen Hund,6de7bb31-9043-49ad-b7f4-c92ef4af22bc,Chabezo,1,Chabezo,Chabezo,75.0,0.918691873550415
Pyramide der Toten,1d82313e-e6a8-4f06-acc9-7e8451a4d97b,Chabezo,1,Chabezo,Chabezo,75.0,0.918691873550415
Rapding,f3872782-ae87-4b35-b71f-190a3eefb20d,Chabezo,0,Chabezo,Chabezo,75.0,0.918691873550415
Sexy Times,654da495-be1a-482c-bc09-5b95e842170e,Chabezo,1,Chabezo,Chabezo,75.0,0.918691873550415
Sis is is,22b56cbb-b39b-44d0-bd0a-caa9ad31e00b,Chabezo,1,Chabezo,Chabezo,75.0,0.918691873550415
Der Kaiser von China,56c1f6e2-21a1-4a97-9e49-4f43e3e54973,Timi Hendrix,1,Timi Hendrix,Timi Hendrix,75.0,0.9025510549545288
Gang,59c1a341-aa26-4edd-81b8-558dcbf6c844,Timi Hendrix,1,Timi Hendrix,Timi Hendrix,75.0,0.9025510549545288
Genau wie du 2015,014cc762-1907-43b7-912e-582da353c7b9,Timi Hendrix,1,Timi Hendrix,Timi Hendrix,75.0,0.9025510549545288
Hunderttausend Meilen,ab22d8ab-7a4d-4cb4-9225-dc6b720db0ef,Timi Hendrix,1,Timi Hendrix,Timi Hendrix,75.0,0.9025510549545288
Morgens,966217d9-f4f8-4e41-a0ae-6299021fca76,Timi Hendrix,1,Timi Hendrix,Timi Hendrix,75.0,0.9025510549545288
Ok,1460a858-bcc9-48bd-a9ef-0ca6ea8fbb2c,Timi Hendrix,1,Timi Hendrix,Timi Hendrix,75.0,0.9025510549545288
Schlaflos in Guantanamo,6b595b8d-44d0-4fcc-9e8b-d5926e5787c1,Timi Hendrix,1,Timi Hendrix,Timi Hendrix,75.0,0.9025510549545288
Tausend zweite Chancen,cea99670-fb56-410a-ae71-785d540d5707,Timi Hendrix,0,Timi Hendrix,Timi Hendrix,75.0,0.9025510549545288
Alles neu,46a9b0fa-fe43-446d-8701-e2dec9392646,Peter Fox,1,Peter Fox,Peter Fox,75.0,0.8943126425147057
Der letzte Tag,87ffe03b-0e4b-49e9-b311-3059a32be750,Peter Fox,1,Peter Fox,Peter Fox,75.0,0.8943126425147057
Fieber (feat. K.I.Z.),429f1782-ea03-4286-a6ce-044ea71b3e79,Peter Fox,1,Peter Fox,Peter Fox,75.0,0.8943126425147057
Kopf verloren,18c8c640-4c69-49c1-ae37-4e339b583edd,Peter Fox,1,Peter Fox,Peter Fox,75.0,0.8943126425147057
Lok auf 2 Beinen,eba0cd4c-8b64-45c9-9724-634fad44ef2b,Peter Fox,1,Peter Fox,Peter Fox,75.0,0.8943126425147057
Schwarz zu Blau,d5b6a085-5b94-4181-8c1b-4cb868849ed8,Peter Fox,1,Peter Fox,Peter Fox,75.0,0.8943126425147057
Schüttel deinen Speck,37e13f42-bbc2-4754-94ac-0005f4f2eac0,Peter Fox,1,Peter Fox,Peter Fox,75.0,0.8943126425147057
Zukunft Pink,27ddc234-3f29-446c-aa00-c37611f50493,Peter Fox,0,Peter Fox,Peter Fox,75.0,0.8943126425147057
ABC,04bae73a-ba3a-499e-8861-365c26c0fd7f,Monk,1,Monk,Monk,75.0,0.891552159562707
Festnetz,4f43b505-9ceb-48f9-97c0-6d1580a588e1,Monk,0,Monk,Monk,75.0,0.891552159562707
In der Stadt,6095f957-f6cb-49f9-9da3-ff22b0f2f0e2,Monk,1,Monk,Monk,75.0,0.891552159562707
Juana,62ef562e-0bde-434e-be83-a41779c872bc,Monk,1,Monk,Monk,75.0,0.891552159562707
Meine Augen Zu,54c7f2e7-c61f-47e4-a240-4b102bc09f74,Monk,1,Monk,Monk,75.0,0.891552159562707
Popo,99b81708-02a8-416e-b2b1-a1f3998477d8,Monk,1,Monk,Monk,75.0,0.891552159562707
Wach Auf,e09e6054-f6a5-4211-b738-bf202a715ff0,Monk,1,Monk,Monk,75.0,0.891552159562707
Zurück,145f8222-d097-4f5a-9d2e-672561c0abec,Monk,1,Monk,Monk,75.0,0.891552159562707
1979,1e01c4c1-a608-4562-bb24-b3a896ad36a0,Bluthund,1,Bluthund,Bluthund,75.0,0.8877609111368656
Beat Braucht Bauch,6fdf7d52-9fbd-4cf4-bb97-e12882ebae52,Bluthund,1,Bluthund,Bluthund,75.0,0.8877609111368656
Bello Ciao,87394e8b-a114-446d-8b7c-383c634dfd74,Bluthund,1,Bluthund,Bluthund,75.0,0.8877609111368656
Büro Until Rente,97262255-6e31-4ffe-92cb-19b5521d8320,Bluthund,0,Bluthund,Bluthund,75.0,0.8877609111368656
Goldfisch,0045a434-619d-44a8-bbd5-c81cc830f428,Bluthund,1,Bluthund,Bluthund,75.0,0.8877609111368656
Hass Hass Hass,241d2e14-ab73-458e-aa3f-7908b8f88106,Bluthund,1,Bluthund,Bluthund,75.0,0.8877609111368656
Henne oder Ei,b1e3bb5c-7490-4dbf-b47c-a22b7e4ac65b,Bluthund,1,Bluthund,Bluthund,75.0,0.8877609111368656
Parapunk,83f979d7-650c-4312-8bb5-c0a908077440,Bluthund,1,Bluthund,Bluthund,75.0,0.8877609111368656
Avtomat,27e206b2-967d-440d-b27a-77e9e1fe0c76,Olexesh,1,Olexesh,Olexesh,75.0,0.8868361134082079
Déjà Vu,d956df1e-eafb-44f7-95fb-1c7e5b9ad5fd,Olexesh,1,Olexesh,Olexesh,75.0,0.8868361134082079
Hokus Pokus,d437174b-2c87-4c80-947d-bf64a9f78600,Olexesh,1,Olexesh,Olexesh,75.0,0.8868361134082079
Krakadil,26d0a209-a22e-4071-8c07-5f210ee55f62,Olexesh,1,Olexesh,Olexesh,75.0,0.8868361134082079
Kranichstil,2e0897fc-db8c-49b4-a5ed-d07c14a80729,Olexesh,1,Olexesh,Olexesh,75.0,0.8868361134082079
Pacan,67da47a8-a059-430e-b1fd-0c77c11dad57,Olexesh,0,Olexesh,Olexesh,75.0,0.8868361134082079
Purple Haze,"18133437-f355-4295-8709-8183f955fa22, 827695f2-0061-4efb-a472-fb35bed930f3","Olexesh, The Ji",1,Olexesh,Olexesh,75.0,0.8868361134082079
Schwitze im Bugatti,eeb60f64-edd5-4f12-b7ba-763ea4c06fba,Olexesh,1,Olexesh,Olexesh,75.0,0.8868361134082079
Der ewige Ikea,812e564a-8219-49a4-8eb1-b7659fc4b2c4,Prezident,1,Prezident,Prezident,75.0,0.8756661722436547
Du hast mich schon verstanden,702823c9-ad9c-4a8a-b050-3fff9599c8ad,Prezident,1,Prezident,Prezident,75.0,0.8756661722436547
"Es heisst, dass sie heiss ist",0ab407ef-496f-4a5f-8c1f-d14a96525be3,Prezident,1,Prezident,Prezident,75.0,0.8756661722436547
Halb so wild,c04a538d-59b3-4c02-8cd0-4025289681b6,Prezident,1,Prezident,Prezident,75.0,0.8756661722436547
Menschenpyramiden,f2b54bda-1477-44fd-9a83-e23e37392ff8,Prezident,1,Prezident,Prezident,75.0,0.8756661722436547
Prometheus,d746747a-737b-4517-a035-249a7fc81866,Prezident,1,Prezident,Prezident,75.0,0.8756661722436547
"Was glaubt die Welt denn, wer sie ist?",4a8d8400-0297-400e-b240-0bf1b7169f69,Prezident,1,Prezident,Prezident,75.0,0.8756661722436547
Über zwei verschiedene Arten des Gutseins,4e8d9683-cc77-4815-af1e-da3d4436fcb8,Prezident,0,Prezident,Prezident,75.0,0.8756661722436547
20.000 Meilen unter dem Yeah,77edb880-adfb-4c90-9cd9-fb0079acb48d,Captain Gips,1,Captain Gips,Captain Gips,75.0,0.875126987695694
Dance in the rain,89ae2ed4-be83-4574-894e-2d56971467b6,Captain Gips,0,Captain Gips,Captain Gips,75.0,0.875126987695694
Fernweh,55a557b4-f9bf-4391-834e-30acb0c8536b,Captain Gips,1,Captain Gips,Captain Gips,75.0,0.875126987695694
Gutes Gewissen,4c3f4d6b-60ab-4da2-9661-b3f1aab9e403,Captain Gips,1,Captain Gips,Captain Gips,75.0,0.875126987695694
Hug Life,958dd0f9-1417-4b9f-8cb6-d0a4e9423e03,Captain Gips,1,Captain Gips,Captain Gips,75.0,0.875126987695694
Lil Captain,b5b4a004-fb67-450a-8445-d51d887c5289,Captain Gips,1,Captain Gips,Captain Gips,75.0,0.875126987695694
Ohne euch,f4a14b83-cbd4-44e5-aa9d-7998f11a9af9,Captain Gips,1,Captain Gips,Captain Gips,75.0,0.875126987695694
Ulalaurlaub,4d971cb3-01e0-4376-af17-bf015fd8211e,Captain Gips,1,Captain Gips,Captain Gips,75.0,0.875126987695694
Du bist schön,f7c98f9e-c552-4a28-91d1-76416b550c2b,Alligatoah,1,Alligatoah,Alligatoah,75.0,0.8734607435762882
Fick ihn doch,4cd5c116-3fbd-4597-84d9-85dd8b007cf7,Alligatoah,1,Alligatoah,Alligatoah,75.0,0.8734607435762882
Narben,db8f1527-1792-4993-96c6-eb1b3019e411,Alligatoah,1,Alligatoah,Alligatoah,75.0,0.8734607435762882
Trostpreis,0daf2d51-b447-421a-b3c1-3d982a443f48,Alligatoah,1,Alligatoah,Alligatoah,75.0,0.8734607435762882
Wer weiß,f0526e9b-2cd1-4751-a98c-0f03aef6d459,Alligatoah,1,Alligatoah,Alligatoah,75.0,0.8734607435762882
Wie Zuhause,7203b368-7cac-4252-9fd1-e94108bdc00b,Alligatoah,0,Alligatoah,Alligatoah,75.0,0.8734607435762882
Willst du,fc28015e-2cc5-4a63-bf13-451b2434da81,Alligatoah,1,Alligatoah,Alligatoah,75.0,0.8734607435762882
Wunderschöne Frau,f84687e8-80cf-4560-9ee7-a6d42affc9d2,Alligatoah,1,Alligatoah,Alligatoah,75.0,0.8734607435762882
Bitter,61b96dc0-f79c-4f49-beed-4b70f942aa71,Nimo,1,Nimo,Nimo,75.0,0.870982151478529
Flouz kommt Flouz geht,033b3d97-907a-4de1-8793-c5748b74573c,Nimo,1,Nimo,Nimo,75.0,0.870982151478529
Heute mit mir,3effc800-f7c4-4a8e-b3ae-9b726afb5621,Nimo,1,Nimo,Nimo,75.0,0.870982151478529
KARMA,0b87c73e-0b68-41b8-9c74-4a20650ad025,Nimo,1,Nimo,Nimo,75.0,0.870982151478529
Leck Sibbi,a0c6372b-b512-40cd-a4b3-01fb7c48afc3,Nimo,1,Nimo,Nimo,75.0,0.870982151478529
Mon Chéri,a0104ee0-87cf-4f3f-9850-fec0696305b4,Nimo,0,Nimo,Nimo,75.0,0.870982151478529
Nie wieder,de89e0da-7adb-4887-b37e-f29fc9162031,Nimo,1,Nimo,Nimo,75.0,0.870982151478529
